claim_id,chapter,claim,source_ids,locator,evidence_type,limitations
R018,9,"A study with many poll comparisons can still contain only a few independent election outcomes.",BERG2008,"IEM abstract: five elections and 964 polls",empirical_abstract,"The distinction is a design interpretation of the reported sampling structure; no new effective-sample-size estimate is claimed."
R019,10,"The calibration paper reports miscalibration in studied modern neural classifiers and effective temperature scaling on most examined datasets.",GUO2017,"PMLR abstract",empirical_abstract,"Image/document benchmarks; no automatic transfer to event markets."
R020,10,"The beta-calibration abstract warns that isotonic calibration can overfit small datasets and logistic calibration can worsen some probability estimates.",KULL2017,"PMLR abstract",method_abstract,"Method and dataset conditions matter; no universally best calibration method established."
R021,11,"Coordinate-descent regularization paths can fit logistic and multinomial models with lasso, ridge and elastic-net penalties.",FRIEDMAN2010,"Publisher abstract",method_abstract,"Computation is distinct from leakage-safe model selection and forecasting benefit."
R022,11,"The inspected Bayesian logistic-regression abstract proposes scaled predictors and Student-t coefficient priors and discusses complete separation.",GELMAN2008,"arXiv abstract",method_abstract,"A proposed weakly informative default is not a universal optimal prior."
R023,12,"The author-maintained random-forest explanation uses bootstrap samples and random candidate feature subsets when growing classification trees.",BREIMAN2001,"Berkeley author site: Overview and tree construction",full_text_section,"Author explanatory sections inspected rather than original journal proofs; votes need calibration assessment."
R024,12,"The XGBoost abstract describes sparse-data processing and weighted quantile sketches for scalable boosting.",CHEN2016,"arXiv abstract",method_abstract,"Scalable benchmark performance does not establish event-market advantage."
R025,13,"Cox's abstract models censored failure times with covariate effects multiplying an unspecified baseline hazard.",COX1972,"Publisher-deposited abstract",method_abstract,"Occurrence time and settlement time differ; proportional-hazard assumptions require justification."
R026,13,"The online changepoint preprint computes a posterior over current run length under independent before-and-after segment parameters.",ADAMS2007,"arXiv abstract",method_abstract,"Preprint; change detection is not causal identification or proof of a tradable regime."
R027,14,"A bag-of-words representation discards word order while retaining term occurrence information.",MANNING2008,"Term frequency and weighting",full_text_section,"Representation alone supplies no evidence of market predictive value."
R028,14,"Inverse document frequency uses the number of documents containing a term rather than merely its total count.",MANNING2008,"Inverse document frequency",full_text_section,"Estimate corpus statistics within the training information boundary."
R029,14,"BERT's inspected abstract describes bidirectional text pretraining followed by task-specific fine-tuning.",DEVLIN2019,"ACL abstract",method_abstract,"Language-task results do not verify a historical model's information cutoff."
R030,15,"The attention paper compares complexity, sequential operations and dependency path length across attention, recurrent and convolutional layers.",ATTENTION2017,"Section 4: Why Self-Attention",full_text_section,"Inspected later author HTML version; translation architecture evidence is not event-probability calibration evidence."
R031,15,"The LSTM abstract addresses decaying error flow in recurrent learning and reports artificial sequence experiments.",HOCHREITER1997,"Publisher-deposited abstract",method_abstract,"Does not establish superiority on sparse market-event labels."
R032,16,"Gneiting and Ranjan analyze predictive-distribution aggregation through coherence, calibration and dispersion.",GNEITING2013,"Author-manuscript abstract",method_abstract,"Earlier manuscript abstract checked against published metadata; averaging alone does not establish calibration."
R033,16,"Yao and colleagues extend stacking to Bayesian predictive distributions in an M-open setting.",YAO2018,"Author-manuscript abstract",method_abstract,"Leave-one-out machinery is not automatically valid chronological evaluation."
R034,16,"Domain-adversarial training uses labeled source and unlabeled target data to encourage task-discriminative but domain-indiscriminate features.",GANIN2016,"JMLR abstract",method_abstract,"Not a universal guarantee of transfer across market families or regimes."
R035,17,"The documented public CLOB response includes price and size levels and trading constraints such as tick size and minimum order size.",POLYMARKET_BOOK,"Fetch an Order Book: API response example",official_documentation,"A quote is not a fill guarantee; rights and freshness must be checked separately."
R036,18,"The inspected Kalshi historical endpoint list covers markets, candles and trades but does not establish full historical order-book or queue coverage.",KALSHI_HISTORY,"Historical Endpoints",official_documentation,"Absence from this inspected list is a limitation of established evidence, not a claim that no other authorized archive exists."
R037,19,"Bailey and colleagues propose a probability-of-backtest-overfitting framework with combinatorially symmetric cross-validation implementations.",BAILEY2017,"Institutional abstract",method_abstract,"Not a universal cure for dependent event data; journal publication is 2017."
R038,19,"The original false-discovery-rate paper's inspected abstract states a control result for independent test statistics.",BENJAMINI1995,"Publisher-deposited abstract",theoretical_abstract,"Do not extend the claim to arbitrary dependence or invalid input p-values."
R039,19,"Confidence sequences offer simultaneous-in-time coverage under stated process conditions, with a filtration and conditional-expectation estimand made explicit.",HOWARD2021,"Section 2: equations 3-6 and Definitions 1-2",full_text_section,"Time-uniformity does not remove process assumptions, leakage, selection or repeated-event dependence."
R040,20,"An event container can group related markets without every such group being mutually exclusive.",POLYMARKET_MARKETS,"Events; Multi-Market Events",official_documentation,"Shared grouping alone does not prove an exhaustive partition or rule equivalence."
R041,20,"The convex-market-design abstract treats bounded-payoff securities through convex cost functions and convex-hull optimization.",ABERNETHY2013,"Microsoft Research institutional abstract",theoretical_abstract,"Institutional mechanism design is not proof of executable basket arbitrage."
R042,21,"Market-dependent fees and rounding distinguish modeled spread revenue from actual net receipts.",POLYMARKET_FEES;KALSHI_ROUNDING,"Fee Structure; Fee Accumulator",official_documentation,"This operational observation does not validate any market-making model or profit estimate."
R043,22,"Settlement timing can vary with data availability and review, and actual settlement processing can involve net positions and rounding.",KALSHI_SETTLEMENT,"Settlement Timing; Fees",official_documentation,"A product-specific operational example, not a quantified capital-lockup model."
R044,23,"The doubly robust policy-evaluation abstract addresses differences between logged and target action distributions using reward and behavior-policy models.",DUDIK2011,"arXiv abstract",method_abstract,"Passive market observations are not automatically suitable action-reward logs; support assumptions remain necessary."
R045,23,"The fixed-batch RL paper reports extrapolation problems when data differ from the current policy distribution and proposes batch-constrained behavior.",FUJIMOTO2019,"PMLR abstract",empirical_abstract,"Continuous-control experiments do not establish execution simulator fidelity or trading profit."
R046,24,"Kalshi's demo uses mock funds and separate credentials and warns that market price and behavior may not reflect real markets.",KALSHI_DEMO,"Opening paragraphs; Warning",official_documentation,"Mechanics validation only; no live-liquidity claim."
R047,25,"Convex market design and predictive-distribution aggregation are established research areas relevant to proposed consistency and pooling hypotheses.",ABERNETHY2013;GNEITING2013,"Inspected abstracts",theoretical_abstract,"These sources establish related work, not novelty or profitability of a proposed research idea."
R048,26,"A real NOAA CO2 extract can support a retrospective forecast-scoring exercise but does not supply historical market quotes or first-release vintages.",NOAA_CO2;NOAA_DATA,"Dataset header; revision warning",data_provenance,"Study design recommendation, not a reported experiment result or proof of a market edge."
R049,27,"NOAA's current-vintage monthly source includes interpolation flags and a documented 2022-2023 measurement-location change.",NOAA_CO2,"Dataset method/provenance header",data_provenance,"Preserve calendar gaps, exclusions and source-version limitations rather than treating all rows as comparable as-of observations."
R050,28,"Compatible outcome-token mappings and contract rules must be checked before interpreting an event grouping as a basket.",POLYMARKET_MARKETS;POLYMARKET_RESOLUTION,"Markets; Multi-Market Events; Resolution Rules",official_documentation,"A grouping or natural-language similarity alone does not establish executable arbitrage."
R051,29,"A demo experiment cannot establish live market-making behavior when the provider explicitly warns its price and behavior may differ.",KALSHI_DEMO,"Warning",official_documentation,"No simulated profit should be reported as historical executable performance."
R052,30,"The retrieved geographic notice distinguishes polymarket.com from polymarket.us while leaving full operative terms unverified.",POLYMARKET_TERMS,"Geographic/product notice",official_documentation,"No individualized eligibility determination, geographic bypass or funded execution is authorized."
E001,2,"A strictly proper scoring rule uniquely rewards the generating forecast distribution in expectation within the specified forecast class.",GNEITING2007,"Sections 1 and 2.1; pp. 359-360",full_text_section,"Source uses higher-is-better rewards; an expectation-level property does not certify finite-sample calibration or trading profit."
E002,10,"The categorical quadratic and logarithmic scores are strictly proper in the inspected categorical representation.",GNEITING2007,"Section 3.1; Theorem 2 and Examples 1 and 3; pp. 362-363",full_text_section,"Negate the source reward for a loss; the two-component binary squared-error sum is twice this book's single-YES convention."
E003,10,"Direct comparisons of forecast scores should use the same set of forecast situations to avoid confounding performance with intrinsic predictability.",GNEITING2007,"Section 2.3; p. 362",full_text_section,"This does not establish independence of repeated observations or automatically justify any weighting scheme."
E004,10,"An outcome-dependent normalized skill score is not automatically proper merely because its underlying score is proper.",GNEITING2007,"Section 2.3; p. 362",full_text_section,"Distinguish raw proper losses from normalized sample skill measures and retain the exact normalization assumptions."
E005,10,"Fitting a calibration map on the base model's own fitting examples can introduce bias; the inspected experiment uses independent calibration examples.",NICULESCU2005,"Sections 2.1-2.2; author PDF p. 2",full_text_section,"The original random-sample design does not itself solve chronological or event-group leakage."
E006,12,"Calibration benefits and harms differ by learning method and calibration sample size in the eight studied binary-classification problems.",NICULESCU2005,"Author PDF pp. 2-3 and 8; Figure 8 discussion and Section 7",full_text_section,"No universal ranking; 2005 neural-network experiments must not be generalized to all modern architectures."
E007,15,"Back-propagation computes weight derivatives through repeated applications of the chain rule in a differentiable network.",RUMELHART1986,"Nature pp. 533-535; equations 1-9, visually inspected",full_text_section,"The inspected objective is squared error; derivatives do not guarantee globally optimal fitting, calibration or market skill."
E008,15,"The back-propagation article explicitly notes that local minima prevent a guarantee of finding a global minimum.",RUMELHART1986,"Nature p. 535; local-minimum discussion, visually inspected",full_text_section,"Do not substitute an illustrative representation-learning result for an event-market validation."
E009,16,"The forecast-combination paper's abstract describes using past errors to weight two airline-passenger forecast sets and says the combination can reduce mean-square error.",BATES1969,"Primary publisher ScholarlyArticle abstract in raw HTML",empirical_abstract,"Possibility in a point-forecast example, not guaranteed improvement or calibration of combined probabilities."
E010,19,"White's Reality Check compares the best expected candidate performance in a specified search family with a benchmark.",WHITE2000,"Section 2a; pp. 1099-1101; maximum-over-candidates null",full_text_section,"Evaluating only the selected winner does not represent the searched family; correct trial records are required."
E011,19,"White's inspected dependent bootstrap uses common geometrically distributed blocks and centers candidate performance differences for a least-favorable-null comparison.",WHITE2000,"Section 2b; pp. 1102-1104",full_text_section,"Stationarity, strong mixing, block-length behavior and other asymptotic regularity conditions are substantive assumptions; not all Appendix proofs inspected."
E012,19,"The stationary-bootstrap abstract describes random geometric block lengths and conditionally stationary resampled pseudo-series for weakly dependent stationary observations.",POLITIS1994,"Complete primary publisher abstract",method_abstract,"No original full-proof audit or particular event-data block length is established."
E013,21,"Informational adverse selection can create a positive spread even for a risk-neutral specialist making zero expected transaction profits.",GLOSTEN1985,"Author reprint abstract and Section 1 opening; PDF pp. 1-3, visually inspected",full_text_section,"Specialist-stock-market model with zero transaction costs and no binding inventory/cash constraints; not an observed prediction-market spread."
E014,21,"The specialist's buy and sell valuations condition on information revealed by the direction of the incoming trade.",GLOSTEN1985,"Author reprint Section 1; PDF p. 3, visually inspected",full_text_section,"A mechanism for fill-conditioned beliefs, not a measured adverse-selection effect for any specific venue."
E015,21,"Avellaneda-Stoikov's main setup uses driftless arithmetic-Brownian stock prices, exponential terminal-wealth utility and distance-dependent Poisson arrivals.",AVELLANEDA2008,"Sections 2.1-2.5; pp. 218-220",full_text_section,"Stock-model analogy; unbounded prices and terminal marking differ from bounded event payouts and settlement jumps."
E016,21,"The simple reservation-price and spread expressions in equations 29-30 are approximate quotes under symmetric exponential arrival rates.",AVELLANEDA2008,"Section 3.2; p. 221",full_text_section,"Do not call this the exact general HJB solution; the paper focuses on inventory risk rather than a full adverse-selection model."
E017,29,"The Avellaneda-Stoikov strategy comparisons are numerical simulations under specified parameters, not historical executable-return backtests.",AVELLANEDA2008,"Section 3.3; pp. 222-223",full_text_section,"Costless quote changes, one-share fills and terminal midpoint marking omit real execution frictions; no live-market profit inference."
E018,22,"Kelly distinguishes expected log-growth from expected capital and shows that repeated all-in bets can lead to eventual ruin despite attractive expected capital.",KELLY1956,"The gambler with a private wire; pp. 918-920",full_text_section,"Repeated-bet model assumptions matter; this is not a finite-horizon safety guarantee for estimated probabilities."
E019,22,"Kelly's conclusion limits the stated dominance comparison to fixed allocations per received symbol and identifies reinvestment and stake control as essential.",KELLY1956,"Conclusion; pp. 925-926",full_text_section,"The paper explicitly leaves broader time-dependent policy comparisons open and supplies no universal safe fractional-Kelly rule."
E020,22,"Kelly's track-take treatment permits retaining capital rather than betting the entire bankroll.",KELLY1956,"When there is a track take; pp. 923-925",full_text_section,"The general case assumes independent transmitted symbols and noise; venue fees, correlated contracts and capital lockup require their own model."
E021,21,"Kyle's abstract specifies a single risk-neutral insider, random noise traders and competitive risk-neutral market makers.",KYLE1985,"Complete primary Econometric Society abstract in raw HTML",theoretical_abstract,"Its continuous-limit equilibrium properties are not empirical laws of event prices or evidence about any particular counterparty."
