claim_id,chapter,claim,source_ids,locator,evidence_type,limitations
D011,9,"White's inspected construction compares a candidate-family maximum with a benchmark and uses dependent common-block resampling under stationary strong-mixing assumptions.",WHITE2000,"Abstract p. 1097; Sections 2a-2b through p. 1104",full_text_section,"Inspection depth follows the source audit; not all Appendix assumptions or proofs were read. No repair for undisclosed search, leakage or incorrect execution."
D012,9,"Reading pointer for the false-discovery-rate objective and a stated control result under an independence-based testing setup.",BENJAMINI1995,"Publisher-deposited abstract",theoretical_abstract,"Do not assume arbitrary-dependence validity for the original procedure from this abstract-level record; a defined testing family and valid p-values remain necessary."
D013,9,"The inspected institutional abstract proposes a probability-of-backtest-overfitting framework and a combinatorially symmetric cross-validation method, and warns that repeated holdout inspection undermines the validity of a supposedly held-out evaluation.",BAILEY2017,"Institutional abstract (Western Michigan University record)",empirical_abstract,"CSCV is not presented here as a universal cure for dependent event labels; the warning about repeated inspection is used to motivate this chapter's own frozen-confirmatory-design argument, not as a certified numeric threshold."
D014,10,"The inspected Gneiting-Raftery sections define propriety and present categorical quadratic and logarithmic scores.",GNEITING2007,"Sections 1, 2.1, 2.3 and 3.1-3.2",full_text_section,"The chapter independently derives its binary losses; the source uses rewards and a two-outcome quadratic sum. Not every proof or application was inspected."
D015,10,"Reading pointer identifying the historical origin of the quadratic (Brier) probability-verification score.",BRIER1950,"Publisher-deposited DOI metadata",bibliographic_metadata,"Bibliographic identity only; this book's single-YES normalization is defined independently and is not claimed to match the original paper's exact convention."
D016,10,"Reading pointer for probability-score decomposition; population identities must be distinguished from binned estimates.",MURPHY1973,"Publisher-deposited DOI metadata",bibliographic_metadata,"Bibliographic identity only; the reliability-resolution-uncertainty identity and the worked binned-estimate counterexample in this chapter are derived and numerically verified independently, not taken from the original text."
D017,10,"The inspected abstract reports miscalibration in studied modern neural classifiers and reports that temperature scaling was effective on most examined datasets.",GUO2017,"Inspected ICML proceedings abstract",empirical_abstract,"Image/document classifier experiments; does not establish calibration behavior on small, shifting event-market samples."
D018,10,"The inspected abstract reports that isotonic calibration can overfit small samples and that logistic calibration can sometimes worsen probabilities, motivating a proposed beta-calibration method.",KULL2017,"Inspected AISTATS abstract",method_abstract,"Classifier-specific comparisons in the original paper do not establish a universally best calibration method; this book has not implemented beta calibration."
D019,10,"The inspected calibration sections distinguish base fitting from calibration data and report model- and sample-dependent calibration benefits and harms.",NICULESCU2005,"Author PDF pp. 1-3 and 8; methods and conclusions",full_text_section,"Random-sample benchmark results are not chronological event-market validation or a universal method ranking; inspection scope is the source audit's named sections."
D020,10,"An equilibrium market price can, under stated sufficient conditions, reflect an average belief about an event's probability, with biased approximations discussed outside those conditions.",WZ2006,"NBER abstract",theoretical_abstract,"Working-paper abstract only; average belief is not objective event probability, and this is not a claim that any specific market price equals the true probability of any specific event."
D021,10,"The inspected stationary-bootstrap abstract describes geometric random block lengths for weakly dependent stationary observations.",POLITIS1994,"Complete primary publisher abstract",method_abstract,"Original full proofs and an appropriate event-data block length were not inspected; the chapter's design-effect calculation is an independent classroom derivation."
D022,10,"The inspected abstract and Section 2 text describe a time-uniform, nonparametric confidence-sequence construction with simultaneous-in-time coverage under a stated exponential-supermartingale/filtration setup.",HOWARD2021,"Inspected abstract and Section 2 (author HTML v9)",full_text_section,"Time-uniform coverage is conditional on the paper's stated assumptions; it does not by itself cure event-group leakage or convert dependent repeated observations into independent ones."
