event_id,group_id,family_id,event_time,published_at,observed_at,decision_at,label_available_at,signal,horizon_hours,market_probability,outcome,text,synthetic
toy-0005,toy-0005,invented-recurring,2025-01-06T18:00:00+00:00,2025-01-06T05:50:00+00:00,2025-01-06T05:58:00+00:00,2025-01-06T06:00:00+00:00,2025-01-07T06:00:00+00:00,-0.499469,12.0,0.624367,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0005,toy-0005,invented-recurring,2025-01-06T18:00:00+00:00,2025-01-06T14:50:00+00:00,2025-01-06T14:58:00+00:00,2025-01-06T15:00:00+00:00,2025-01-07T06:00:00+00:00,-0.276854,3.0,0.534845,0,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0006,toy-0006,invented-recurring,2025-01-07T18:00:00+00:00,2025-01-07T05:50:00+00:00,2025-01-07T05:58:00+00:00,2025-01-07T06:00:00+00:00,2025-01-08T06:00:00+00:00,0.858865,12.0,0.570378,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0006,toy-0006,invented-recurring,2025-01-07T18:00:00+00:00,2025-01-07T14:50:00+00:00,2025-01-07T14:58:00+00:00,2025-01-07T15:00:00+00:00,2025-01-08T06:00:00+00:00,-0.233598,3.0,0.400785,1,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0007,toy-0007,invented-recurring,2025-01-08T18:00:00+00:00,2025-01-08T05:50:00+00:00,2025-01-08T05:58:00+00:00,2025-01-08T06:00:00+00:00,2025-01-09T06:00:00+00:00,1.582649,12.0,0.590966,0,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0007,toy-0007,invented-recurring,2025-01-08T18:00:00+00:00,2025-01-08T14:50:00+00:00,2025-01-08T14:58:00+00:00,2025-01-08T15:00:00+00:00,2025-01-09T06:00:00+00:00,1.881862,3.0,0.728241,0,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0008,toy-0008,invented-recurring,2025-01-09T18:00:00+00:00,2025-01-09T05:50:00+00:00,2025-01-09T05:58:00+00:00,2025-01-09T06:00:00+00:00,2025-01-10T06:00:00+00:00,-0.208391,12.0,0.469476,0,synthetic bulletin reports mixed conditions with 12 hours remaining,True
toy-0008,toy-0008,invented-recurring,2025-01-09T18:00:00+00:00,2025-01-09T14:50:00+00:00,2025-01-09T14:58:00+00:00,2025-01-09T15:00:00+00:00,2025-01-10T06:00:00+00:00,0.920576,3.0,0.712355,0,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0009,toy-0009,invented-recurring,2025-01-10T18:00:00+00:00,2025-01-10T05:50:00+00:00,2025-01-10T05:58:00+00:00,2025-01-10T06:00:00+00:00,2025-01-11T06:00:00+00:00,-1.118326,12.0,0.316547,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0009,toy-0009,invented-recurring,2025-01-10T18:00:00+00:00,2025-01-10T14:50:00+00:00,2025-01-10T14:58:00+00:00,2025-01-10T15:00:00+00:00,2025-01-11T06:00:00+00:00,-0.104551,3.0,0.360122,0,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0010,toy-0010,invented-recurring,2025-01-11T18:00:00+00:00,2025-01-11T05:50:00+00:00,2025-01-11T05:58:00+00:00,2025-01-11T06:00:00+00:00,2025-01-12T06:00:00+00:00,0.339661,12.0,0.611702,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0010,toy-0010,invented-recurring,2025-01-11T18:00:00+00:00,2025-01-11T14:50:00+00:00,2025-01-11T14:58:00+00:00,2025-01-11T15:00:00+00:00,2025-01-12T06:00:00+00:00,-0.627048,3.0,0.384922,1,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0011,toy-0011,invented-recurring,2025-01-12T18:00:00+00:00,2025-01-12T05:50:00+00:00,2025-01-12T05:58:00+00:00,2025-01-12T06:00:00+00:00,2025-01-13T06:00:00+00:00,-1.955167,12.0,0.358253,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0011,toy-0011,invented-recurring,2025-01-12T18:00:00+00:00,2025-01-12T14:50:00+00:00,2025-01-12T14:58:00+00:00,2025-01-12T15:00:00+00:00,2025-01-13T06:00:00+00:00,-2.092962,3.0,0.237832,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0012,toy-0012,invented-recurring,2025-01-13T18:00:00+00:00,2025-01-13T05:50:00+00:00,2025-01-13T05:58:00+00:00,2025-01-13T06:00:00+00:00,2025-01-14T06:00:00+00:00,0.332802,12.0,0.523809,0,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0012,toy-0012,invented-recurring,2025-01-13T18:00:00+00:00,2025-01-13T14:50:00+00:00,2025-01-13T14:58:00+00:00,2025-01-13T15:00:00+00:00,2025-01-14T06:00:00+00:00,0.335661,3.0,0.562928,0,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0013,toy-0013,invented-recurring,2025-01-14T18:00:00+00:00,2025-01-14T05:50:00+00:00,2025-01-14T05:58:00+00:00,2025-01-14T06:00:00+00:00,2025-01-15T06:00:00+00:00,-1.585225,12.0,0.30295,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0013,toy-0013,invented-recurring,2025-01-14T18:00:00+00:00,2025-01-14T14:50:00+00:00,2025-01-14T14:58:00+00:00,2025-01-14T15:00:00+00:00,2025-01-15T06:00:00+00:00,0.434717,3.0,0.558536,0,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0014,toy-0014,invented-recurring,2025-01-15T18:00:00+00:00,2025-01-15T05:50:00+00:00,2025-01-15T05:58:00+00:00,2025-01-15T06:00:00+00:00,2025-01-16T06:00:00+00:00,0.970729,12.0,0.735341,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0014,toy-0014,invented-recurring,2025-01-15T18:00:00+00:00,2025-01-15T14:50:00+00:00,2025-01-15T14:58:00+00:00,2025-01-15T15:00:00+00:00,2025-01-16T06:00:00+00:00,0.481321,3.0,0.555938,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0015,toy-0015,invented-recurring,2025-01-16T18:00:00+00:00,2025-01-16T05:50:00+00:00,2025-01-16T05:58:00+00:00,2025-01-16T06:00:00+00:00,2025-01-17T06:00:00+00:00,-1.701066,12.0,0.406625,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0015,toy-0015,invented-recurring,2025-01-16T18:00:00+00:00,2025-01-16T14:50:00+00:00,2025-01-16T14:58:00+00:00,2025-01-16T15:00:00+00:00,2025-01-17T06:00:00+00:00,-0.396656,3.0,0.518337,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0016,toy-0016,invented-recurring,2025-01-17T18:00:00+00:00,2025-01-17T05:50:00+00:00,2025-01-17T05:58:00+00:00,2025-01-17T06:00:00+00:00,2025-01-18T06:00:00+00:00,-0.640643,12.0,0.478931,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0016,toy-0016,invented-recurring,2025-01-17T18:00:00+00:00,2025-01-17T14:50:00+00:00,2025-01-17T14:58:00+00:00,2025-01-17T15:00:00+00:00,2025-01-18T06:00:00+00:00,0.29943,3.0,0.558795,0,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0017,toy-0017,invented-recurring,2025-01-18T18:00:00+00:00,2025-01-18T05:50:00+00:00,2025-01-18T05:58:00+00:00,2025-01-18T06:00:00+00:00,2025-01-19T06:00:00+00:00,-1.666941,12.0,0.328383,1,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0017,toy-0017,invented-recurring,2025-01-18T18:00:00+00:00,2025-01-18T14:50:00+00:00,2025-01-18T14:58:00+00:00,2025-01-18T15:00:00+00:00,2025-01-19T06:00:00+00:00,-1.582035,3.0,0.429311,1,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0018,toy-0018,invented-recurring,2025-01-19T18:00:00+00:00,2025-01-19T05:50:00+00:00,2025-01-19T05:58:00+00:00,2025-01-19T06:00:00+00:00,2025-01-20T06:00:00+00:00,-0.666567,12.0,0.401854,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0018,toy-0018,invented-recurring,2025-01-19T18:00:00+00:00,2025-01-19T14:50:00+00:00,2025-01-19T14:58:00+00:00,2025-01-19T15:00:00+00:00,2025-01-20T06:00:00+00:00,-0.757194,3.0,0.446843,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0019,toy-0019,invented-recurring,2025-01-20T18:00:00+00:00,2025-01-20T05:50:00+00:00,2025-01-20T05:58:00+00:00,2025-01-20T06:00:00+00:00,2025-01-21T06:00:00+00:00,0.611951,12.0,0.431566,0,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0019,toy-0019,invented-recurring,2025-01-20T18:00:00+00:00,2025-01-20T14:50:00+00:00,2025-01-20T14:58:00+00:00,2025-01-20T15:00:00+00:00,2025-01-21T06:00:00+00:00,0.333412,3.0,0.595537,0,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0020,toy-0020,invented-recurring,2025-01-21T18:00:00+00:00,2025-01-21T05:50:00+00:00,2025-01-21T05:58:00+00:00,2025-01-21T06:00:00+00:00,2025-01-22T06:00:00+00:00,1.372965,12.0,0.644653,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0020,toy-0020,invented-recurring,2025-01-21T18:00:00+00:00,2025-01-21T14:50:00+00:00,2025-01-21T14:58:00+00:00,2025-01-21T15:00:00+00:00,2025-01-22T06:00:00+00:00,0.998957,3.0,0.607083,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0021,toy-0021,invented-recurring,2025-01-22T18:00:00+00:00,2025-01-22T05:50:00+00:00,2025-01-22T05:58:00+00:00,2025-01-22T06:00:00+00:00,2025-01-23T06:00:00+00:00,-0.657672,12.0,0.365588,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0021,toy-0021,invented-recurring,2025-01-22T18:00:00+00:00,2025-01-22T14:50:00+00:00,2025-01-22T14:58:00+00:00,2025-01-22T15:00:00+00:00,2025-01-23T06:00:00+00:00,-0.58934,3.0,0.36596,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0022,toy-0022,invented-recurring,2025-01-23T18:00:00+00:00,2025-01-23T05:50:00+00:00,2025-01-23T05:58:00+00:00,2025-01-23T06:00:00+00:00,2025-01-24T06:00:00+00:00,-2.174719,12.0,0.294301,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0022,toy-0022,invented-recurring,2025-01-23T18:00:00+00:00,2025-01-23T14:50:00+00:00,2025-01-23T14:58:00+00:00,2025-01-23T15:00:00+00:00,2025-01-24T06:00:00+00:00,-1.932259,3.0,0.177556,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0023,toy-0023,invented-recurring,2025-01-24T18:00:00+00:00,2025-01-24T05:50:00+00:00,2025-01-24T05:58:00+00:00,2025-01-24T06:00:00+00:00,2025-01-25T06:00:00+00:00,1.754726,12.0,0.807961,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0023,toy-0023,invented-recurring,2025-01-24T18:00:00+00:00,2025-01-24T14:50:00+00:00,2025-01-24T14:58:00+00:00,2025-01-24T15:00:00+00:00,2025-01-25T06:00:00+00:00,0.805393,3.0,0.583122,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0024,toy-0024,invented-recurring,2025-01-25T18:00:00+00:00,2025-01-25T05:50:00+00:00,2025-01-25T05:58:00+00:00,2025-01-25T06:00:00+00:00,2025-01-26T06:00:00+00:00,2.484266,12.0,0.822669,0,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0024,toy-0024,invented-recurring,2025-01-25T18:00:00+00:00,2025-01-25T14:50:00+00:00,2025-01-25T14:58:00+00:00,2025-01-25T15:00:00+00:00,2025-01-26T06:00:00+00:00,0.611462,3.0,0.528061,0,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0025,toy-0025,invented-recurring,2025-01-26T18:00:00+00:00,2025-01-26T05:50:00+00:00,2025-01-26T05:58:00+00:00,2025-01-26T06:00:00+00:00,2025-01-27T06:00:00+00:00,1.01597,12.0,0.638824,0,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0025,toy-0025,invented-recurring,2025-01-26T18:00:00+00:00,2025-01-26T14:50:00+00:00,2025-01-26T14:58:00+00:00,2025-01-26T15:00:00+00:00,2025-01-27T06:00:00+00:00,0.119064,3.0,0.539077,0,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0026,toy-0026,invented-recurring,2025-01-27T18:00:00+00:00,2025-01-27T05:50:00+00:00,2025-01-27T05:58:00+00:00,2025-01-27T06:00:00+00:00,2025-01-28T06:00:00+00:00,-0.386137,12.0,0.442695,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0026,toy-0026,invented-recurring,2025-01-27T18:00:00+00:00,2025-01-27T14:50:00+00:00,2025-01-27T14:58:00+00:00,2025-01-27T15:00:00+00:00,2025-01-28T06:00:00+00:00,-0.306416,3.0,0.519667,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0027,toy-0027,invented-recurring,2025-01-28T18:00:00+00:00,2025-01-28T05:50:00+00:00,2025-01-28T05:58:00+00:00,2025-01-28T06:00:00+00:00,2025-01-29T06:00:00+00:00,0.052299,12.0,0.57584,1,synthetic bulletin reports mixed conditions with 12 hours remaining,True
toy-0027,toy-0027,invented-recurring,2025-01-28T18:00:00+00:00,2025-01-28T14:50:00+00:00,2025-01-28T14:58:00+00:00,2025-01-28T15:00:00+00:00,2025-01-29T06:00:00+00:00,0.40444,3.0,0.455101,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0028,toy-0028,invented-recurring,2025-01-29T18:00:00+00:00,2025-01-29T05:50:00+00:00,2025-01-29T05:58:00+00:00,2025-01-29T06:00:00+00:00,2025-01-30T06:00:00+00:00,-0.096113,12.0,0.58832,1,synthetic bulletin reports mixed conditions with 12 hours remaining,True
toy-0028,toy-0028,invented-recurring,2025-01-29T18:00:00+00:00,2025-01-29T14:50:00+00:00,2025-01-29T14:58:00+00:00,2025-01-29T15:00:00+00:00,2025-01-30T06:00:00+00:00,2.08011,3.0,0.777068,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0029,toy-0029,invented-recurring,2025-01-30T18:00:00+00:00,2025-01-30T05:50:00+00:00,2025-01-30T05:58:00+00:00,2025-01-30T06:00:00+00:00,2025-01-31T06:00:00+00:00,0.51588,12.0,0.521901,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0029,toy-0029,invented-recurring,2025-01-30T18:00:00+00:00,2025-01-30T14:50:00+00:00,2025-01-30T14:58:00+00:00,2025-01-30T15:00:00+00:00,2025-01-31T06:00:00+00:00,0.634665,3.0,0.539398,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0030,toy-0030,invented-recurring,2025-01-31T18:00:00+00:00,2025-01-31T05:50:00+00:00,2025-01-31T05:58:00+00:00,2025-01-31T06:00:00+00:00,2025-02-01T06:00:00+00:00,-1.507265,12.0,0.359506,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0030,toy-0030,invented-recurring,2025-01-31T18:00:00+00:00,2025-01-31T14:50:00+00:00,2025-01-31T14:58:00+00:00,2025-01-31T15:00:00+00:00,2025-02-01T06:00:00+00:00,-0.645915,3.0,0.344478,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0031,toy-0031,invented-recurring,2025-02-01T18:00:00+00:00,2025-02-01T05:50:00+00:00,2025-02-01T05:58:00+00:00,2025-02-01T06:00:00+00:00,2025-02-02T06:00:00+00:00,-0.897984,12.0,0.330893,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0031,toy-0031,invented-recurring,2025-02-01T18:00:00+00:00,2025-02-01T14:50:00+00:00,2025-02-01T14:58:00+00:00,2025-02-01T15:00:00+00:00,2025-02-02T06:00:00+00:00,-0.698956,3.0,0.441411,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0032,toy-0032,invented-recurring,2025-02-02T18:00:00+00:00,2025-02-02T05:50:00+00:00,2025-02-02T05:58:00+00:00,2025-02-02T06:00:00+00:00,2025-02-03T06:00:00+00:00,0.921365,12.0,0.643553,0,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0032,toy-0032,invented-recurring,2025-02-02T18:00:00+00:00,2025-02-02T14:50:00+00:00,2025-02-02T14:58:00+00:00,2025-02-02T15:00:00+00:00,2025-02-03T06:00:00+00:00,1.073174,3.0,0.714092,0,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0033,toy-0033,invented-recurring,2025-02-03T18:00:00+00:00,2025-02-03T05:50:00+00:00,2025-02-03T05:58:00+00:00,2025-02-03T06:00:00+00:00,2025-02-04T06:00:00+00:00,-0.285666,12.0,0.467473,0,synthetic bulletin reports mixed conditions with 12 hours remaining,True
toy-0033,toy-0033,invented-recurring,2025-02-03T18:00:00+00:00,2025-02-03T14:50:00+00:00,2025-02-03T14:58:00+00:00,2025-02-03T15:00:00+00:00,2025-02-04T06:00:00+00:00,-0.003918,3.0,0.454945,0,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0034,toy-0034,invented-recurring,2025-02-04T18:00:00+00:00,2025-02-04T05:50:00+00:00,2025-02-04T05:58:00+00:00,2025-02-04T06:00:00+00:00,2025-02-05T06:00:00+00:00,1.883778,12.0,0.668357,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0034,toy-0034,invented-recurring,2025-02-04T18:00:00+00:00,2025-02-04T14:50:00+00:00,2025-02-04T14:58:00+00:00,2025-02-04T15:00:00+00:00,2025-02-05T06:00:00+00:00,1.499486,3.0,0.665705,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0035,toy-0035,invented-recurring,2025-02-05T18:00:00+00:00,2025-02-05T05:50:00+00:00,2025-02-05T05:58:00+00:00,2025-02-05T06:00:00+00:00,2025-02-06T06:00:00+00:00,-0.01443,12.0,0.438199,0,synthetic bulletin reports mixed conditions with 12 hours remaining,True
toy-0035,toy-0035,invented-recurring,2025-02-05T18:00:00+00:00,2025-02-05T14:50:00+00:00,2025-02-05T14:58:00+00:00,2025-02-05T15:00:00+00:00,2025-02-06T06:00:00+00:00,-0.744382,3.0,0.387838,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0036,toy-0036,invented-recurring,2025-02-06T18:00:00+00:00,2025-02-06T05:50:00+00:00,2025-02-06T05:58:00+00:00,2025-02-06T06:00:00+00:00,2025-02-07T06:00:00+00:00,0.085885,12.0,0.672633,1,synthetic bulletin reports mixed conditions with 12 hours remaining,True
toy-0036,toy-0036,invented-recurring,2025-02-06T18:00:00+00:00,2025-02-06T14:50:00+00:00,2025-02-06T14:58:00+00:00,2025-02-06T15:00:00+00:00,2025-02-07T06:00:00+00:00,1.012086,3.0,0.680335,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0037,toy-0037,invented-recurring,2025-02-07T18:00:00+00:00,2025-02-07T05:50:00+00:00,2025-02-07T05:58:00+00:00,2025-02-07T06:00:00+00:00,2025-02-08T06:00:00+00:00,-0.27058,12.0,0.579609,1,synthetic bulletin reports mixed conditions with 12 hours remaining,True
toy-0037,toy-0037,invented-recurring,2025-02-07T18:00:00+00:00,2025-02-07T14:50:00+00:00,2025-02-07T14:58:00+00:00,2025-02-07T15:00:00+00:00,2025-02-08T06:00:00+00:00,-0.228071,3.0,0.536839,1,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0038,toy-0038,invented-recurring,2025-02-08T18:00:00+00:00,2025-02-08T05:50:00+00:00,2025-02-08T05:58:00+00:00,2025-02-08T06:00:00+00:00,2025-02-09T06:00:00+00:00,-0.340289,12.0,0.446651,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0038,toy-0038,invented-recurring,2025-02-08T18:00:00+00:00,2025-02-08T14:50:00+00:00,2025-02-08T14:58:00+00:00,2025-02-08T15:00:00+00:00,2025-02-09T06:00:00+00:00,-0.626288,3.0,0.459857,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0039,toy-0039,invented-recurring,2025-02-09T18:00:00+00:00,2025-02-09T05:50:00+00:00,2025-02-09T05:58:00+00:00,2025-02-09T06:00:00+00:00,2025-02-10T06:00:00+00:00,2.303908,12.0,0.743397,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0039,toy-0039,invented-recurring,2025-02-09T18:00:00+00:00,2025-02-09T14:50:00+00:00,2025-02-09T14:58:00+00:00,2025-02-09T15:00:00+00:00,2025-02-10T06:00:00+00:00,1.719306,3.0,0.747983,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0040,toy-0040,invented-recurring,2025-02-10T18:00:00+00:00,2025-02-10T05:50:00+00:00,2025-02-10T05:58:00+00:00,2025-02-10T06:00:00+00:00,2025-02-11T06:00:00+00:00,1.102962,12.0,0.582569,0,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0040,toy-0040,invented-recurring,2025-02-10T18:00:00+00:00,2025-02-10T14:50:00+00:00,2025-02-10T14:58:00+00:00,2025-02-10T15:00:00+00:00,2025-02-11T06:00:00+00:00,2.107636,3.0,0.754812,0,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0041,toy-0041,invented-recurring,2025-02-11T18:00:00+00:00,2025-02-11T05:50:00+00:00,2025-02-11T05:58:00+00:00,2025-02-11T06:00:00+00:00,2025-02-12T06:00:00+00:00,-1.41732,12.0,0.415117,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0041,toy-0041,invented-recurring,2025-02-11T18:00:00+00:00,2025-02-11T14:50:00+00:00,2025-02-11T14:58:00+00:00,2025-02-11T15:00:00+00:00,2025-02-12T06:00:00+00:00,-1.505473,3.0,0.281136,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0042,toy-0042,invented-recurring,2025-02-12T18:00:00+00:00,2025-02-12T05:50:00+00:00,2025-02-12T05:58:00+00:00,2025-02-12T06:00:00+00:00,2025-02-13T06:00:00+00:00,0.762782,12.0,0.546701,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0042,toy-0042,invented-recurring,2025-02-12T18:00:00+00:00,2025-02-12T14:50:00+00:00,2025-02-12T14:58:00+00:00,2025-02-12T15:00:00+00:00,2025-02-13T06:00:00+00:00,0.578976,3.0,0.517816,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0043,toy-0043,invented-recurring,2025-02-13T18:00:00+00:00,2025-02-13T05:50:00+00:00,2025-02-13T05:58:00+00:00,2025-02-13T06:00:00+00:00,2025-02-14T06:00:00+00:00,-1.936314,12.0,0.332466,1,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0043,toy-0043,invented-recurring,2025-02-13T18:00:00+00:00,2025-02-13T14:50:00+00:00,2025-02-13T14:58:00+00:00,2025-02-13T15:00:00+00:00,2025-02-14T06:00:00+00:00,-0.838722,3.0,0.45901,1,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0044,toy-0044,invented-recurring,2025-02-14T18:00:00+00:00,2025-02-14T05:50:00+00:00,2025-02-14T05:58:00+00:00,2025-02-14T06:00:00+00:00,2025-02-15T06:00:00+00:00,1.248476,12.0,0.685958,0,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0044,toy-0044,invented-recurring,2025-02-14T18:00:00+00:00,2025-02-14T14:50:00+00:00,2025-02-14T14:58:00+00:00,2025-02-14T15:00:00+00:00,2025-02-15T06:00:00+00:00,-0.801515,3.0,0.425827,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0045,toy-0045,invented-recurring,2025-02-15T18:00:00+00:00,2025-02-15T05:50:00+00:00,2025-02-15T05:58:00+00:00,2025-02-15T06:00:00+00:00,2025-02-16T06:00:00+00:00,0.357851,12.0,0.477911,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0045,toy-0045,invented-recurring,2025-02-15T18:00:00+00:00,2025-02-15T14:50:00+00:00,2025-02-15T14:58:00+00:00,2025-02-15T15:00:00+00:00,2025-02-16T06:00:00+00:00,1.318021,3.0,0.618514,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0046,toy-0046,invented-recurring,2025-02-16T18:00:00+00:00,2025-02-16T05:50:00+00:00,2025-02-16T05:58:00+00:00,2025-02-16T06:00:00+00:00,2025-02-17T06:00:00+00:00,0.728387,12.0,0.629165,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
